0	0	1.33
0.1	0	133.202
0.2	0	177.652
0.3	0	313.313
0.4	0	324.889
0.5	0	185.214
0.6	0	313.405
0.7	0	66.9558
0.8	0	-100.024
0.9	0	49.4233
1	0	-367.824
1.1	0	-281.655
1.2	0	-107.642
1.3	0	-508.607
1.4	0	-33.4441
1.5	0	19.5977
1.6	0	-241.643
1.7	0	466.41
1.8	0	165.745
1.9	0	97.5143
2	0	711.86
0	0.1	150.694
0.1	0.1	282.566
0.2	0.1	327.015
0.3	0.1	462.677
0.4	0.1	474.253
0.5	0.1	334.578
0.6	0.1	462.769
0.7	0.1	216.319
0.8	0.1	49.3396
0.9	0.1	198.787
1	0.1	-218.461
1.1	0.1	-132.292
1.2	0.1	41.7211
1.3	0.1	-359.243
1.4	0.1	115.919
1.5	0.1	168.961
1.6	0.1	-92.2795
1.7	0.1	615.774
1.8	0.1	315.109
1.9	0.1	246.878
2	0.1	861.223
0	0.2	278.124
0.1	0.2	409.996
0.2	0.2	454.445
0.3	0.2	590.107
0.4	0.2	601.683
0.5	0.2	462.008
0.6	0.2	590.199
0.7	0.2	343.749
0.8	0.2	176.77
0.9	0.2	326.217
1	0.2	-91.0305
1.1	0.2	-4.86163
1.2	0.2	169.151
1.3	0.2	-231.813
1.4	0.2	243.349
1.5	0.2	296.391
1.6	0.2	35.1505
1.7	0.2	743.204
1.8	0.2	442.539
1.9	0.2	374.308
2	0.2	988.653
0	0.3	406.787
0.1	0.3	538.66
0.2	0.3	583.109
0.3	0.3	718.77
0.4	0.3	730.346
0.5	0.3	590.671
0.6	0.3	718.862
0.7	0.3	472.413
0.8	0.3	305.433
0.9	0.3	454.881
1	0.3	37.6334
1.1	0.3	123.802
1.2	0.3	297.815
1.3	0.3	-103.149
1.4	0.3	372.013
1.5	0.3	425.055
1.6	0.3	163.814
1.7	0.3	871.868
1.8	0.3	571.203
1.9	0.3	502.972
2	0.3	1117.32
0	0.4	445.417
0.1	0.4	577.289
0.2	0.4	621.739
0.3	0.4	757.4
0.4	0.4	768.976
0.5	0.4	629.301
0.6	0.4	757.492
0.7	0.4	511.043
0.8	0.4	344.063
0.9	0.4	493.51
1	0.4	76.2627
1.1	0.4	162.432
1.2	0.4	336.444
1.3	0.4	-64.5199
1.4	0.4	410.643
1.5	0.4	463.685
1.6	0.4	202.444
1.7	0.4	910.497
1.8	0.4	609.832
1.9	0.4	541.601
2	0.4	1155.95
0	0.5	537.141
0.1	0.5	669.013
0.2	0.5	713.463
0.3	0.5	849.124
0.4	0.5	860.7
0.5	0.5	721.025
0.6	0.5	849.216
0.7	0.5	602.767
0.8	0.5	435.787
0.9	0.5	585.234
1	0.5	167.987
1.1	0.5	254.156
1.2	0.5	428.168
1.3	0.5	27.2041
1.4	0.5	502.367
1.5	0.5	555.409
1.6	0.5	294.168
1.7	0.5	1002.22
1.8	0.5	701.556
1.9	0.5	633.325
2	0.5	1247.67
0	0.6	440.468
0.1	0.6	572.34
0.2	0.6	616.79
0.3	0.6	752.451
0.4	0.6	764.027
0.5	0.6	624.352
0.6	0.6	752.543
0.7	0.6	506.094
0.8	0.6	339.114
0.9	0.6	488.561
1	0.6	71.314
1.1	0.6	157.483
1.2	0.6	331.496
1.3	0.6	-69.4687
1.4	0.6	405.694
1.5	0.6	458.736
1.6	0.6	197.495
1.7	0.6	905.548
1.8	0.6	604.883
1.9	0.6	536.652
2	0.6	1151
0	0.7	502.459
0.1	0.7	634.331
0.2	0.7	678.781
0.3	0.7	814.442
0.4	0.7	826.018
0.5	0.7	686.343
0.6	0.7	814.534
0.7	0.7	568.085
0.8	0.7	401.105
0.9	0.7	550.553
1	0.7	133.305
1.1	0.7	219.474
1.2	0.7	393.487
1.3	0.7	-7.47737
1.4	0.7	467.685
1.5	0.7	520.727
1.6	0.7	259.486
1.7	0.7	967.54
1.8	0.7	666.875
1.9	0.7	598.644
2	0.7	1212.99
0	0.8	258.303
0.1	0.8	390.175
0.2	0.8	434.625
0.3	0.8	570.286
0.4	0.8	581.862
0.5	0.8	442.187
0.6	0.8	570.378
0.7	0.8	323.929
0.8	0.8	156.949
0.9	0.8	306.396
1	0.8	-110.851
1.1	0.8	-24.6822
1.2	0.8	149.331
1.3	0.8	-251.634
1.4	0.8	223.529
1.5	0.8	276.571
1.6	0.8	15.3299
1.7	0.8	723.383
1.8	0.8	422.718
1.9	0.8	354.487
2	0.8	968.833
0	0.9	323.449
0.1	0.9	455.321
0.2	0.9	499.771
0.3	0.9	635.432
0.4	0.9	647.008
0.5	0.9	507.333
0.6	0.9	635.524
0.7	0.9	389.075
0.8	0.9	222.095
0.9	0.9	371.542
1	0.9	-45.7052
1.1	0.9	40.4637
1.2	0.9	214.476
1.3	0.9	-186.488
1.4	0.9	288.675
1.5	0.9	341.717
1.6	0.9	80.4758
1.7	0.9	788.529
1.8	0.9	487.864
1.9	0.9	419.633
2	0.9	1033.98
0	1	-45.8151
0.1	1	86.057
0.2	1	130.507
0.3	1	266.168
0.4	1	277.744
0.5	1	138.069
0.6	1	266.26
0.7	1	19.8108
0.8	1	-147.169
0.9	1	2.27829
1	1	-414.969
1.1	1	-328.8
1.2	1	-154.788
1.3	1	-555.752
1.4	1	-80.5891
1.5	1	-27.5474
1.6	1	-288.788
1.7	1	419.265
1.8	1	118.6
1.9	1	50.3693
2	1	664.715
